,Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin
9118,"
        Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",630000000.0,45.0,1,2,,,,,,21.0381013,105.797596,Tin thường
9119,"
        Dự án The Golden Armor, Phố Nam Cao, Phường Giảng Võ, Ba Đình, Hà Nội
    ",3600000000.0,82.0,2,2,,,"Điều hòa âm trần, tủ bếp, bếp từ, sàn gỗ, thiết bị vệ sinh, đèn chiếu sáng...",Tổng công ty 36 - Bộ quốc phòng,Tòa nhà cao 24 tầng và 5 tầng hầm,21.0296936035156,105.82151031494101,Tin thường
9120,"
        Green Park Trần Thủ Độ, Số 1, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1400000000.0,60.0,2,2,Tây-Bắc,Đông-Nam,Nội thất full đầy đủ.,Công ty TNHH MTV đầu tư Phương Đông,"03 tầng hầm, 4 block căn hộ cao từ 24 – 27 tầng",20.9605541229248,105.845962524414,Tin thường
9121,"
        Đường Vân Hồ, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội
    ",600000000.0,48.0,1,2,,,"Nội thất cao cấp và đầy đủ tiện nghi hơn: Sàn gỗ, trần thạch cao, tủ bếp trên dưới, bếp từ, hút mùi, nóng lạnh, thiết bị vệ sinh đầy đủ...",,,21.0108533,105.8458062,Tin thường
9122,"
        Đường Tân Mai, Phường Tương Mai, Hoàng Mai, Hà Nội
    ",550000000.0,32.0,1,1,,,,,,20.983676000000006,105.8512451,Tin thường
9123,"
        Đường Lê Duẩn, Phường Khâm Thiên, Đống Đa, Hà Nội
    ",650000000.0,50.0,2,1,,,Nội thất cơ bản đầy đủ.,,,21.0199225,105.8414071,Tin thường
9124,"
        Đường Trương Định, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội
    ",600000000.0,50.0,2,2,,,Đầy đủ nội thất,,,20.9937815,105.8466875,Tin thường
9125,"
        Dự án Iris Garden, Đường Trần Hữu Dực, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",2900000000.0,100.0,3,2,,,- full nội thất,,"Gồm 2 tầng hầm, 5 tháp từ 25-29 tầng",21.0292072296143,105.764450073242,Tin thường
9126,"
        Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội
    ",800000000.0,46.0,1,1,,,"Phòng khách liền bếp, vệ sinh, ban công, thiết kế thoáng sáng, các phòng đều có cửa sổ, nội thất sàn gạch, trần thạch cao, bảo ôn điều hòa, thiết bị vệ sinh, nóng lạnh, tủ bếp, hút mùi, tủ tường, có t",,,21.0240985655322,105.83188300950899,Tin thường
9127,"
        Đường Lê Duẩn, Phường Khâm Thiên, Đống Đa, Hà Nội
    ",600000000.0,50.0,2,1,Tây-Bắc,Đông-Nam,Đầy đủ nội thất,,,21.0199225,105.8414071,Tin thường
9128,"
        Phố Đỗ Nhuận, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội
    ",600000000.0,50.0,2,1,Tây-Bắc,Đông,Đầy đủ nội thất,,,21.0657853,105.7917504,Tin thường
9129,"
        Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",800000000.0,43.0,1,1,,,"Trần thạch cao, tủ bếp, hút mùi, bếp từ, thiết bị vệ sinh cao cấp, bình nóng lạnh, bảo ôn điều hòa, đầu chờ cáp nét, cửa gỗ thịt.",,,21.030895,105.7862784,Tin thường
9130,"
        Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Cầu Giấy, Hà Nội
    ",600000000.0,50.0,2,1,Tây-Bắc,Đông-Nam,Đầy đủ nội thất,,,21.0369848,105.8017048,Tin thường
9131,"
        Đường Lê Duẩn, Phường Phương Liên, Đống Đa, Hà Nội
    ",510000000.0,26.0,1,2,,,,,,21.011648,105.8413678,Tin thường
9132,"
        Đường Đại Cồ Việt, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội
    ",800000000.0,33.0,1,2,,,,,,21.008133800000003,105.8462749,Tin thường
9133,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2650000000.0,64.0,2,1,,Nam,Full đồ.,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
9134,"
        Dự án Phú Thịnh Green Park, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội
    ",1450000000.0,68.0,2,2,,,"Nội thất cao cấp: Sàn gỗ, sơn bả trần thạch cao, cửa an ninh 3 chức năng, đầy đủ thiết bị vệ sinh, thiết bị chiếu sáng.",,"37 tầng nổi và 1 tầng hầm, 532 căn hộ",20.96728515625,105.778175354004,Tin thường
9135,"
        Dự án Golden Park Tower, Đường Phạm Văn Bạch, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",3900000000.0,100.0,3,2,Đông-Nam,,"Khoá cửa vân tay của Hafele, bếp + hút mùi của Hafele, thiết bị vệ sinh trọn bộ của Kohler, điều hoà âm trần 2 chiều của Đaikin...",,"4 tầng hầm, 45 tầng nổi với 410 căn hộ cao cấp",21.0240802764893,105.78963470459,Tin thường
9136,"
        Dự án Sun Square, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",3200000000.0,100.0,3,2,,,- Full nội thất,Công ty CP Đầu tư Phát triển Đô thị Thăng Long,"Gồm 2 tòa tháp chung cư cao 34 tầng, 2 tòa văn phòng 17 tầng, 1 nhà Club House, 1 tòa nhà 25 tầng kết hợp văn phòng và căn hộ cho thuê",21.033765792846697,105.770301818848,Tin thường
9137,"
        Imperia Garden, 203, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",3500000000.0,93.0,3,2,Tây-Nam,Đông-Bắc,,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,Tin thường
9138,"
        Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",3500000000.0,71.0,2,2,,,,Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,Tin thường
9139,"
        Dự án Golden Field Mỹ Đình, Đường Nguyễn Cơ Thạch, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội
    ",3200000000.0,112.0,3,2,,,- Full nội thất,Công ty Cổ phần Địa ốc MB,Tòa nhà 30 tầng nổi và 3 tầng hầm,21.035104751586896,105.76554107666,Tin thường
9140,"
        Dự án VP5 Linh Đàm, Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1570000000.0,61.5,2,2,Tây-Bắc,Đông-Nam,Nội thất để lại full đồ nhưng nêu khách muốn mang hết đồ cũng được.,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,"Quy mô 4563,2m2; cao 32 tầng, bao gồm tầng hầm, trung tâm thương mại, khu dịch vụ tổng hợp, sinh hoạt chung và căn hộ có diện tích từ 43m2 - 72m2",20.9635620117188,105.831611633301,Tin thường
9141,"
        Dự án An Bình City, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3000000000.0,86.5,3,2,,Nam,,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"gồm: 08 tòa chung cư cao 35 tầng (A2, A3, A6, A7) và 28 tầng (A1, A4, A5, A8)",21.0495662689209,105.778594970703,Tin thường
9142,"
        Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2850000000.0,83.0,2,2,Bắc,Nam,"Hệ thống chiếu sáng, sàn gỗ, bếp hồng ngoại, hút mùi, tủ âm tường, điều hòa, thiết bị vệ sinh...",Tập đoàn Vingroup,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,Tin thường
9143,"
        Goldmark City, 136, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",2900000000.0,99.75,3,2,Tây-Bắc,Đông-Nam,,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường
9144,"
        Dự án FLC Star Tower, Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội
    ",1950000000.0,81.18,3,2,,,"Nội thất làm để ở lâu dài nên bao chất lượng, thiết kế hiện đại.",Công ty Cổ phần Tập đoàn FLC,"gồm 37 tầng,  4 tầng hầm và 2 tầng trung tâm thương mại",20.9625549316406,105.76525115966801,Tin thường
9145,"
        Dự án Vinhomes Ocean Park Gia Lâm, Đường An Đào A, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1560000000.0,46.0,1,1,Đông-Nam,,"Nội thất nguyên bản chủ đầu tư: Điều hòa, thiết bị chiếu sáng, thiết bị WC, sàn gỗ phòng ngủ...",,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
9146,"
        Dự án Mon City - Hải Đăng City, Nam Từ Liêm, Hà Nội
    ",3200000000.0,90.0,3,2,,,- Full nội thất,Công ty CP Đầu tư Hải Đăng,Gồm 2 khu Mon Street (147 căn nhà phố thương mại) và Mon Home (2 tòa Mon A và Mon B cùng cao 30 tầng),21.035120010376,105.767433166504,Tin thường
9147,"
        Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4000000000.0,120.0,3,2,Nam,Bắc,"Hệ thống chiếu sáng, đèn chùm sang trọng, sàn gỗ, trần thạch cao, điều hòa riêng từng phòng cho phòng ngủ và phòng khách. Phòng bếp có đầy đủ hệ thống tủ bếp, bếp từ hồng ngoại, chậu rửa inox.",Tập đoàn Vingroup,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,Tin thường
9148,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4450000000.0,96.0,3,2,,,,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
9149,"
        Dự án The Golden An Khánh 32T, Xã An Khánh, Hoài Đức, Hà Nội
    ",1500000000.0,74.0,2,2,,,,Công ty CP Sông Đà - Hoàng Long ,"Gồm 3 tòa tháp A, B, C",21.0048503875732,105.72810363769501,Tin thường
9150,"
        Dự án TSG Lotus Sài Đồng, Phố Sài Đồng, Phường Việt Hưng, Long Biên, Hà Nội
    ",2200000000.0,86.0,2,2,Đông-Bắc,Tây-Nam,"Hoàn thiện nội thất cơ bản (sàn gỗ, trần thạch cao, tủ bếp trên dưới, thiết bị vệ sinh, đầu chờ điều hòa, máy giặt).",,"Chung cư cao 25 tầng và 4 tầng hầm, 30 lô Kiot thương mại, 21 căn Shophouse",21.0409755706787,105.91366577148399,Tin thường
9151,"
        Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội
    ",3100000000.0,63.0,2,1,Đông-Bắc,Đông-Nam,Nội thất bàn giao cao cấp: - Điều hòa âm trần Daikin. - Thiết bị bếp Hafele. - Thiết bị vệ sinh Kohler. - Sàn gỗ vân xương cá.,,6 Tòa tháp căn hộ cao từ 30-38 tầng,20.9919490814209,105.940048217773,Tin thường
9152,"
        Phố Thái Thịnh, Phường Trung Liệt, Đống Đa, Hà Nội
    ",1630000000.0,59.0,2,1,,,,,,21.0098577,105.8189633,Tin thường
9153,"
        Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội
    ",2100000000.0,57.0,2,2,Bắc,,,Tập đoàn Vingroup,"19 căn / sàn; gồm 2 sảnh A và B; sảnh A:9 căn, sảnh B:10 căn và các căn biệt thự, liền kề",21.0365676879883,105.760482788086,Tin thường
9154,"
        Dự án 6th Element, Đường Nguyễn Văn Huyên, Phường Xuân La, Tây Hồ, Hà Nội
    ",5200000000.0,109.0,3,2,Bắc,Nam,Cơ bản.,Công ty CP Xây dựng và Thương mại Bắc Hà,Gồm 2 tòa chung cư CT1 và CT2,21.053024291992198,105.798637390137,Tin thường
9155,"
        Dự án Vinaconex 1, Đường Khuất Duy Tiến, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",4600000000.0,207.0,4,4,,,,Công ty CP Xây dựng Số 1,"Gồm 5 khối nhà cao từ 22-27 tầng, 1 khối nhà cao 5 tầng",21.0016822814941,105.79240417480499,Tin thường
9156,"
        Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.
    ",3000000000.0,74.0,2,2,,,,Tập đoàn Vingroup,,21.0190830230713,105.78173065185499,Tin thường
9157,"
        Dự án Sunshine Center, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",5200000000.0,186.0,5,3,,,- Đầy đủ nội thất,Công ty CP Tập đoàn Sunshine,Tòa tháp 36 tầng (bao gồm 4 tầng hầm),21.03342628479,105.77883148193399,Tin thường
9158,"
        Imperia Garden, số 203, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2500000000.0,76.0,2,2,Tây-Bắc,Tây-Nam,Full nội thất.,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,Tin thường
9159,"
        Dự án Booyoung, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",2540000000.0,95.54,3,2,,,,Công ty Booyoung,6 toà nhà cao 30 tầng và 3 tầng hầm,20.9824485778809,105.782279968262,Tin thường
9161,"
        Stellar Garden, 35, Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",4300000000.0,112.0,3,2,Đông-Bắc,Tây-Nam,Cơ bản chủ đầu tư.,,"2 nhà cao 30 tầng nối với nhau bằng khối đế 5 tầng, 2 hầm liên thông",21.0004196166992,105.803436279297,Tin thường
9162,"
        Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3300000000.0,95.0,3,2,,Nam,Có đồ cơ bản,Tập đoàn Vingroup,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,Tin thường
9164,"
        Dự án Văn Khê, Hà Đông, Hà Nội
    ",1790000000.0,138.0,3,2,Đông-Bắc,Đông-Nam,"Nhà đã có nội thất rồi như sàn gỗ, trần thạch cao, tủ bếp, nóng lạnh,...",Công ty CP Sông Đà Thăng Long,"Gồm 133 biệt thự, 760 liền kề, 6 chung cư cao tầng",20.9745693206787,105.76432800292999,Tin thường
9165,"
        Home City - Trung Kính Complex, 177, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2400000000.0,70.0,2,2,Đông-Nam,Tây-Bắc,,Công ty CP Đầu tư Văn Phú - Invest,"4 tòa tháp V1, V2, V3, V4 có chiều cao 25 – 30 tầng (1 tầng hầm)",21.0160980224609,105.79248809814501,Tin thường
9166,"
        Dự án PCC1 Triều Khúc, số 44 Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội
    ",2400000000.0,82.0,3,2,Tây-Bắc,Đông-Nam,Bàn giao cơ bản.,Công ty CP Xây lắp Điện 1,"2 block cao 27 tầng, 3 tầng hầm, 1 khối nhà cao 3 tầng là trường mầm non",20.985540390014602,105.79894256591801,Tin thường
9167,"
        Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1600000000.0,75.0,2,2,,,,Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường
9168,"
        Bắc Hà Fodacon, Số 10, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",1250000000.0,59.0,2,2,,,"Nội thất đầy đủ: 2 điều hòa, tủ lạnh, máy giặt, 2 nóng lạnh, bếp từ đôi, tủ bàn bếp, bàn ghế ăn, sofa, tủ quần áo, tivi, tủ giày, quạt... ",Tổng Công ty CP Đầu tư Xây dựng và Thương mại Việt Nam,"hai tòa cao 21 và 23 tầng, có 01 tầng hầm, khu nhà ở liền kề 04 tầng, biệt thự song sinh 200m2",20.9825325012207,105.78964233398399,Tin thường
9169,"
        Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",2700000000.0,62.8,2,2,,,"Sàn gỗ , trần thạch cao, tủ bếp trên, tủ bếp dưới, bàn đảo, lò vi sóng, bếp từ.. thiết bị vệ sinh Toto, có hệ thống sấy tự động,..điều hòa 2 chiều..",Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,Tin thường
9170,"
        Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1500000000.0,73.0,2,2,Đông-Bắc,Tây-Nam,Full nội thất cơ bản và thỏa thuận,Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường
9171,"
        Dự án Mandarin Garden, Đường Hoàng Minh Giám, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",14000000000.0,292.0,5,4,Đông-Nam,Tây-Nam,Full nội thất.,Tập đoàn Hòa Phát,Gồm 4 tòa tháp cao từ 25 đến 29 tầng,21.0044841766357,105.798629760742,Tin thường
9172,"
        Dự án Seasons Avenue, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",2250000000.0,72.26,2,2,Đông-Bắc,Tây-Nam,"Full nội thất, sẵn sàng giao dịch",Tập đoàn CapitaLand,"Gồm 4 tòa nhà cao 40 tầng, S1, S2, S3, S4",20.987026214599602,105.786834716797,Tin thường
9173,"
        Royal City, 72A, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",3750000000.0,103.0,2,2,Tây-Bắc,Đông-Nam,Nội thất đầy đủ.,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường
9174,"
        Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",1680000000.0,61.0,2,1,Tây-Nam,Đông-Bắc,,,,21.0040864,105.8031129,Tin thường
9175,"
        Dự án THT New City, Đường Quốc lộ 32, Xã Kim Chung, Hoài Đức, Hà Nội.
    ",900000000.0,65.0,2,1,Tây-Bắc,Đông-Nam,"Nội thất cơ bản sàn gạch, cửa gỗ, thiết bị vệ sinh đầy đủ, đường điện, cửa kính...",Công ty TNHH Bánh kẹo Thăng Long,"Gồm 4 khối nhà với 35 tầng nổi, trong đó nhà A1 gồm 02 khối chung cư A1.1, A1.2",21.062879562377894,105.722236633301,Tin thường
9176,"
        Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",1800000000.0,53.0,1,1,Nam,,"Nguyên bản chủ đầu tư: Điều hoà, sàn gỗ, trần thạch cao, bếp hồng ngoại, tủ âm tường, hệ thống thiết bị WC cao cấp,...",Tập đoàn Vingroup,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,Tin thường
9177,"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1850000000.0,62.6,2,2,,Tây-Bắc,Nội thất bàn giao nguyên bản từ CĐT.,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
9178,"
        Phố Phương Mai, Phường Kim Liên, Đống Đa, Hà Nội
    ",900000000.0,43.0,1,2,,,,,,21.0058162,105.8354367,Tin thường
9179,"
        Dự án Vinhomes Smart City Đại Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội
    ",1354000000.0,34.0,1,1,,Đông-Nam,Bàn giao nội thất chủ đầu tư,Tập đoàn Vingroup,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,Tin thường
9180,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",5300000000.0,118.0,3,2,,Nam,Bán full đồ.,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
9181,"
        FLC Landmark Tower, ngõ 5, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",2600000000.0,124.0,3,2,Đông-Nam,,Có nội thất,Công ty Cổ phần Tập đoàn FLC,"Gồm 3 loại: Loại A, loại B, loại C, 32 tầng (trong đó có 02 tầng hầm)",21.034076690673803,105.77035522460899,Tin thường
9182,"
        Dự án Him Lam Thạch Bàn 2, Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội
    ",1380000000.0,64.5,2,1,Đông-Nam,Tây-Bắc,"Nội thất liền tường; 03 điều hoà, 01 nóng lạnh.",Công ty CP Him Lam,Gồm 1 tầng hầm và 19 tầng nổi,21.0240325927734,105.910354614258,Tin thường
9183,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3500000000.0,80.0,2,2,Bắc,,,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
9184,"
        Dự án Kim Văn Kim Lũ, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1220000000.0,48.0,1,1,Tây-Nam,Đông-Bắc,- Nội thất nguyên bản CĐT.,Công ty CP Xây dựng số 2 - Vinaconex2,"1 tòa tháp chung cư 40 tầng, 4 tòa tháp chung cư 38 tầng, 3 tòa tháp chung cư 36 tầng",20.9732913970947,105.82000732421899,Tin thường
9185,"
        Times City - Park Hill, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",6800000000.0,145.0,4,3,,Đông-Nam,,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
9186,"
        Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội
    ",2000000000.0,72.0,2,2,Tây-Bắc,Đông-Nam,Bàn giao nội thất cơ bản.,Công ty TNHH Thiên Hương,"Gồm 4 tòa tháp A, B, C, D có chung khối đế và 1 tầng hầm",21.0577354431152,105.91335296630899,Tin thường
9187,"
        Times City - Park Hill, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",5500000000.0,117.0,3,2,,Nam,"Tivi, tủ lạnh, máy giặt, bàn ăn, bộ bàn ghế sofa, tủ âm tường, sàn gỗ, trần thạch cao, bếp hồng ngoại, tủ bếp, điều hòa, thiết bị vệ sinh cao cấp.",Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
9188,"
        Dự án CT3 Tây Nam Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1600000000.0,57.6,2,2,Đông,Tây,"Nội thất sàn gỗ trần thạch cao đồ để lại tủ bếp, bếp từ, 2 điều hoà, nóng lạnh đều còn dùng tốt.",Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Gồm 1 tầng hầm và 21 tầng nổi,20.9646949768066,105.82510375976601,Tin thường
9189,"
        Dự án MD Complex Mỹ Đình, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",3900000000.0,157.0,3,2,,,,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,2 tòa nhà cao 29 tầng (01 toà căn hộ cao cấp - 01 toà văn phòng),21.0342292785645,105.765365600586,Tin thường
9191,"
        Dự án B1-B2 Tây Nam Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",2400000000.0,85.12,3,2,,,"Nội thất cơ bản: Sàn gỗ, tủ bếp, điều hòa nóng lạnh... Đồ đều còn rất mới và đang sử dụng tốt.",Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Tòa nhà gồm 1 tầng hầm, 3 tầng thương mại, từ tầng 4-21 là căn hộ",20.9642238616943,105.82318115234399,Tin thường
9192,"
        Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội
    ",3900000000.0,120.0,3,2,,Đông-Bắc,Đầy đủ nội thất.,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"Gồm: 50 toà nhà cao tầng, 2.500 căn nhà ở thấp tầng (biệt thự) và các tổ hợp văn phòng, trung tâm thương mại, trung tâm mua sắm và giải trí",21.072135925293,105.810997009277,Tin thường
9193,"
        Imperia Sky Garden, 423, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4600000000.0,103.1,3,2,Tây-Nam,Đông-Nam,Full nội thất cao cấp,Công ty CP Terra Gold Việt Nam,Gồm 27 tầng nổi và 3 tầng hầm,20.9984378814697,105.866737365723,Tin thường
9194,"
        Dự án Florence Mỹ Đình, Đường Trần Hữu Dực, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",4950000000.0,162.0,4,3,,,- Nội thất đầy đủ,Công ty CP Xây dựng Phục Hưng Holdings,"Gồm 3 tầng hầm, 25 tầng nổi",21.0300979614258,105.761878967285,Tin thường
9195,"
        Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội
    ",1800000000.0,76.0,2,2,Tây-Bắc,Đông-Nam,Nội thất cơ bản liền tường,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,1120 căn hộ,21.0295810699463,105.850410461426,Tin thường
9196,"
        Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",5900000000.0,128.0,3,2,,,"Full nội thất liền tường cao cấp: Điều hòa 2 chiều, sàn gỗ, trần thạch cao, tủ bếp trên dưới, bàn bếp, bếp từ...",Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,Tin thường
9197,"
        Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2680000000.0,75.0,2,2,Nam,Bắc,Full đồ.,Tập đoàn Vingroup,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,Tin thường
9198,"
        Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",3320000000.0,83.0,3,2,Tây,Bắc,Full đồ NT.,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường
9199,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",840000000.0,56.0,1,1,,Đông-Nam,,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
9200,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",5500000000.0,117.0,3,2,,,"Tivi, tủ lạnh, máy giặt, máy sấy, lò vi sóng, salong, giường, đệm, bàn ăn, giàn phơi.",Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
