Unnamed: 0.1,Index,titles,price,area,location,time
5064,5064,"
																Phong cách tân cổ điển cho căn hộ 78m2 tại Goldsilk Complex. Chỉ bán trong tuần, giá chốt 1 tỷ 950
			","1,95 triệu",Diện tích: 78m2,Hà Đông,1 năm trước
5065,5065,"
																Shock tận Óc , Rẻ phát Khóc .Chỉ 970 triệu là có ngay căn hộ 70 m2 tại CT4B Xa La, Hà Đông
			",970 ngàn,Diện tích: 70m2,Hà Đông,1 năm trước
5066,5066,"
																Chỉ bán trong tuần. Căn hộ chung cư 70m2 tại khu đô thị Xa La giá giảm chốt còn 960 triệu.
			",970 ngàn,Diện tích: 70m2,Hà Đông,1 năm trước
5067,5067,"
																Bán gấp căn góc ,view cực đẹp, giá cực nét, đã có nội thất tại CT5 Xa La, Hà Đông. Bán trong tuần
			","1,1 triệu",Diện tích: 72m2,Hà Đông,1 năm trước
5068,5068,"
																Cho thuê căn hộ cao cấp Indochina Xuân Thủy, Cầu Giấy, Hà Nội
			",Liên hệ,Diện tích: 98m2,Cầu Giấy,1 năm trước
5069,5069,"
																Bán Nhà phố Quan Nhân, Thanh Xuân nhà đẹp, ngõ ba gác đua 43m2 giá 3.1 tỷ.
			","3,1 tỷ",Diện tích: 43m2,Thanh Xuân,1 năm trước
5070,5070,"
																Cần bán căn góc N1603 diện tích 118m2, 3 phòng ngủ
			",42 triệu,Diện tích: 118m2,Bắc Từ Liêm,1 năm trước
5071,5071,"
																Chuyển nhượng căn góc N1603 view hồ tây, 3 ngủ, 118m2 Cần bán căn góc N1603 tòa Novo dự án Kosmo Tây Hồ - Diện tích 118m2 - 3 phòng ngủ, 2WC - Bàn giao nội thất chủ đầu tư - Ban công Đông Nam nhìn thẳng ra Hồ Tây - Nhận nhà ở ngay trong tháng 10  Liê...
			",42 triệu,Diện tích: 118m2,Bắc Từ Liêm,1 năm trước
5072,5072,"
																Cần bán gấp căn hộ 2PN Tòa V1 Home City, , giá cả có thương lượng.L/H: E.Dương: 0364 207 431
			","2,7 tỷ",Diện tích: 70m2,Cầu Giấy,1 năm trước
5073,5073,"
																Chính chủ bán căn hộ 3509 CT4 Vimeco Nguyễn Chánh 141.1m2
			",31 triệu,Diện tích: 141m2,Đống Đa,1 năm trước
5074,5074,"
																094.1996.368 Độc quyền tòa s1.09 với quỹ căn đầu tư mới, hướng ĐN view trực diện hồ 24,5ha VH Ocean Park
			",340 triệu,Diện tích: 80m2,Gia Lâm,1 năm trước
5075,5075,"
																Alphanam là ai? Điều gì tại chung cư King Palace mà bạn đã bỏ lỡ?
			",4 tỷ,Diện tích: 105m2,Thanh Xuân,1 năm trước
5076,5076,"
																Cho thuê căn hộ officetel Vinhomes Green Bay Mễ Trì 1 phòng ngủ 1 WC
			",11 triệu,Diện tích: 30m2,Bắc Từ Liêm,1 năm trước
5077,5077,"
																Bán căn số 03 tòa CT1 - E4 Vũ Phạm Hàm
			",400 triệu,Diện tích: 98m2,Cầu Giấy,1 năm trước
5078,5078,"
																Đón tết với căn hộ cao cấp view hồ tại Chung cư Kosmo Tây Hồ. LH: 0962392266
			",36 triệu,Diện tích: 118m2,Tây Hồ,1 năm trước
5079,5079,"
																Bán căn hộ đẹp nhất  – Imperia Sky Garden ,hướng view sông Hồng:
			",Liên hệ,Diện tích: 98m2,Hai Bà Trưng,1 năm trước
5080,5080,"
																Chung cư Imperia Sky Garden - 423 Minh Khai - Hai Bà Trưng - Hà Nội.
			",Liên hệ,Diện tích: 103m2,Hai Bà Trưng,1 năm trước
5081,5081,"
																Bán căn hộ 77m2 tầng đẹp nhất- thâu tóm tầm view quảng trường nội khu Imperia Sky Garden:
			",Liên hệ,Diện tích: 77m2,Hai Bà Trưng,1 năm trước
5082,5082,"
																Bán căn hộ 75m2 đẹp nhất dự án Imperia Sky Garden:
			",Liên hệ,Diện tích: 75m2,Hai Bà Trưng,1 năm trước
5083,5083,"
																Bán căn hộ 86m2 -View đẹp nhất  tại Imperia Sky Garden:
			",Liên hệ,Diện tích: 86m2,Hai Bà Trưng,1 năm trước
5084,5084,"
																Đăng kí ngay sở hữu căn hộ Kosmo Tây Hồ - bàn giao tháng 10/2019
			","3,3 tỷ",Diện tích: 87m2,Tây Hồ,1 năm trước
5085,5085,"
																Mở bán căn hộ cao cấp tòa Novo, chung cư Kosmo Tây Hồ
			",Liên hệ,Diện tích: 117m2,Bắc Từ Liêm,1 năm trước
5086,5086,"
																Imperia Sky Garden: Chỉ còn duy nhất 01 căn 3PN 86m2 tại tầng đẹp 10-12
			","3,200000001 tỷ",Diện tích: 86m2,Hai Bà Trưng,1 năm trước
5087,5087,"
																CHÍNH CHỦ CẦN BÁN CHUNG CƯ 132M2 N01T1 NGOẠI GIAO ĐOÀN, LẠC HỒNG LOTUS 2 TẠI XUÂN ĐỈNH, BẮC TỪ LIÊM
			",33 triệu,Diện tích: 132m2,Bắc Từ Liêm,1 năm trước
5088,5088,"
																Cho thuê căn hộ chung cư cao cấp Artex Building 151m2  3PN
			",20 triệu,Diện tích: 151m2,Ba Đình,1 năm trước
5089,5089,"
																Chính chủ bán căn hộ tập thể nhà A5, khu tập thể 128C Đại La, Hai Bà Trưng, Hà Nội.
			","1,05 tỷ",Diện tích: 42m2,Hai Bà Trưng,1 năm trước
5090,5090,"
																*Ưu đãi lớn để sở hữu Viên ngọc vàng ngay tại trung tâm Hà Nội-The Legacy*
			","3,4 tỷ",Diện tích: 109m2,Thanh Xuân,1 năm trước
5091,5091,"
																*Ưu đãi lớn để sở hữu Viên ngọc vàng ngay tại trung tâm Hà Nội-The Legacy*
			","3,4 tỷ",Diện tích: 109m2,Thanh Xuân,1 năm trước
5092,5092,"
																The Legacy chung cư cao cấp 5* chiết khấu cao nhận quà lớn
			","3,4 tỷ",Diện tích: 109m2,Thanh Xuân,1 năm trước
5093,5093,"
																Chính Chủ Cần Bán CC Udic 122 Vĩnh Tuy - Hai Bà Trưng - Hà Nội
			","2,3 tỷ",Diện tích: 90m2,Hai Bà Trưng,1 năm trước
5094,5094,"
																Imperia sky garden: bán căn hộ 76m2 2PN giá chỉ 2.6 tỷ. rẻ nhất dự án
			","2,6000001 tỷ",Diện tích: 76m2,Hai Bà Trưng,1 năm trước
5095,5095,"
																Cần bán gấp căn hộ chung cư An Bình City DT 89m2, giá 2,9 tỷ, 3PN view bể bơi, LH 0984873405
			",Liên hệ,Diện tích: 89m2,Bắc Từ Liêm,1 năm trước
5096,5096,"
																BÁN CĂN HỘ CHUNG CƯ KĐT ĐÔNG NAM - HÀ NỘI
			","3,8 tỷ",Diện tích: 77m2,Cầu Giấy,1 năm trước
5097,5097,"
																Bán căn hộ JSC 81m2, 2PN tại 34, Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội
			",Liên hệ,Diện tích: 81m2,Thanh Xuân,1 năm trước
5098,5098,"
																Chuyển nhượng căn hộ dự án Kosmo giá chỉ từ 37tr/m2
			",37 triệu,Diện tích: 81m2,Bắc Từ Liêm,1 năm trước
5099,5099,"
																Chính chủ cho thuê căn hộ trong nhà 7 tầng mới xây xong 100 % chưa sử dụng tại số 98 Mễ Trì, Nam Từ Liêm, Hà Nội.
			",Liên hệ,Diện tích: 45m2,Bắc Từ Liêm,1 năm trước
5100,5100,"
																MỞ BÁN nội bộ căn hộ LOTUS CENTER - Võ Chí Công
			","1,9 tỷ",Diện tích: 46m2,Tây Hồ,1 năm trước
5101,5101,"
																Bán căn ngoại giao 3pn dự án Hà Nội HomeLand (gần BigC Long Biên)
			","2,1 triệu",Diện tích: 99m2,Long Biên,1 năm trước
5102,5102,"
																Cơ hội cuối cùng sở hữu căn hộ view Hồ Tây dự án Kosmo Tây Hồ. LH: 0981 237 503
			",36 triệu,Diện tích: 118m2,Tây Hồ,1 năm trước
5103,5103,"
																Kosmo Tây Hồ 101 Xuân La, Xuân Tảo, Bắc Từ Liêm, HN.
			","5,2 tỷ",Diện tích: 118m2,Tây Hồ,1 năm trước
5104,5104,"
																Mua nhà 2 ngủ 1 wc giá tại Vinhomes Smart City Tây Mỗ - Đại Mỗ
			","1,9 tỷ",Diện tích: 55m2,Bắc Từ Liêm,1 năm trước
5105,5105,"
																Kosmo Tây Hồ 101 Xuân La, Xuân Tảo, Bắc Từ Liêm, HN.
			","5,2 tỷ",Diện tích: 118m2,Bắc Từ Liêm,1 năm trước
5106,5106,"
																*** CHỈ  1 TỶ TRONG TAY SỞ HỮU NGAY VINHOMES GIA LÂM - GIÁ TỐT - ƯU ĐÃI KHỦNG***
			",Liên hệ,Diện tích: 0m2,Gia Lâm,1 năm trước
5107,5107,"
																cho thuê căn hộ chung cư tại MUBERRY LAND
			",12 triệu,Diện tích: 85m2,Hà Đông,1 năm trước
5108,5108,"
																CHUNG CƯ PADORA 53 TRIỀU KHÚC
			",15 ngàn,Diện tích: -1m2,Thanh Xuân,1 năm trước
5109,5109,"
																cho thuê căn hộ chung cư tại MUBERRY LAND
			",14 triệu,Diện tích: 124m2,Hà Đông,1 năm trước
5110,5110,"
																cho thuê căn hộ chung cư tại MUBERRY LAND
			",14 triệu,Diện tích: 124m2,Hà Đông,1 năm trước
5111,5111,"
																Chuyển Nhượng lại căn hộ B1404 Lạc Hồng 2 Ngoại Giao Đoàn
			","36,5 triệu",Diện tích: 132m2,Bắc Từ Liêm,1 năm trước
5112,5112,"
																cho thuê căn hộ chung cư tại TSQ MỖ LAO
			",14 triệu,Diện tích: 189m2,Hà Đông,1 năm trước
5113,5113,"
																cho thuê căn hộ chung cư tại TSQ MỖ LAO
			",12 triệu,Diện tích: 176m2,Hà Đông,1 năm trước
5114,5114,"
																Bán căn còn lại 3PN căn góc View hồ tây tòa Novo kosmo tây hồ.
			",37 triệu,Diện tích: 118m2,Tây Hồ,1 năm trước
5115,5115,"
																Vinhomes Ocean Park,Sapphire1, tại sao nên đầu tư tòa S1.09, vị trí và tầm view biển hồ đẹp nhất dự án - LH 08.2345.9933
			",2 tỷ,Diện tích: 90m2,Gia Lâm,1 năm trước
5116,5116,"
																Bán chung cư Bea Sky, cạnh công viên 100ha, cơ hội tăng giá 20%
			",2 tỷ,Diện tích: 68m2,Thanh Xuân,1 năm trước
5117,5117,"
																Gia đình cần bán gấp căn nhà tại tòa CT12B khu đô thị Kim Văn Kim Lũ, đường Nghiêm Xuân Yêm
			",Liên hệ,Diện tích: 73m2,Hoàng Mai,1 năm trước
5118,5118,"
																Bán căn 08 tòa D 86m2, Imperia garden 203 nguyễn huy tưởng, giá 2,6 tỷ, full đồ
			","2,6 tỷ",Diện tích: 86m2,Thanh Xuân,1 năm trước
5119,5119,"
																Độc quyền quỹ căn 10 -27 tòa Novo, Kosmo Tây Hồ view hồ Tây
			",35 triệu,Diện tích: 84m2,Bắc Từ Liêm,1 năm trước
5120,5120,"
																Cơ hội sở hữu  chung cư căn hộ Romanplaza - Tố Hữu -Hà Đông
			",31 tỷ,Diện tích: 144m2,Hà Đông,1 năm trước
5121,5121,"
																cho thuê căn hộ ct8 mỹ đình mới bàn giao
			",15 ngàn,Diện tích: 65m2,Bắc Từ Liêm,1 năm trước
5122,5122,"
																27 căn độc quyền tầng 10 -27 tòa Novo, Kosmo Tây Hồ
			",35 triệu,Diện tích: 84m2,Bắc Từ Liêm,1 năm trước
5123,5123,"
																27 căn độc quyền tầng 10 -27 tòa Novo, Kosmo Tây Hồ
			",35 triệu,Diện tích: 84m2,Bắc Từ Liêm,1 năm trước
5124,5124,"
																Kosmo Tây Hồ - Thư mời sự kiện mở bán. Lh nhân viên hỗ trợ : 0981 237 503 - Thu Phương
			",35 triệu,Diện tích: 81m2,Tây Hồ,1 năm trước
5125,5125,"
																cho thuê căn hộ ct8 mỹ đình mới bàn giao
			",15 ngàn,Diện tích: 65m2,Bắc Từ Liêm,1 năm trước
5126,5126,"
																Cơ hội sở hữu căn hộ Kosmo từ quỹ căn đẹp của tòa Novo. HotLine: 0962392266 !
			",36 triệu,Diện tích: 85m2,Bắc Từ Liêm,1 năm trước
5127,5127,"
																Vinhomes Ocean Park,Sapphire1, tại sao nên đầu tư tòa S1.09, vị trí và tầm view biển hồ đẹp nhất dự án - LH 08.2345.9933
			",2 tỷ,Diện tích: 90m2,Gia Lâm,1 năm trước
5128,5128,"
																Vinhomes Ocean Park,Sapphire1, tại sao nên đầu tư tòa S1.09, vị trí và tầm view biển hồ đẹp nhất dự án - LH 08.2345.9933
			",2 tỷ,Diện tích: 90m2,Gia Lâm,1 năm trước
5129,5129,"
																Mua ngay kẻo hết! Chung cư D’.Capital Trần Duy Hưng, CK 25%, chỉ còn 5 căn cuối cùng
			",4 tỷ,Diện tích: 79m2,Cầu Giấy,1 năm trước
5130,5130,"
																Tòa văn phòng ciputra mở bán căn 2pn chỉ 2.6 tỷ
			","2,6 tỷ",Diện tích: 65m2,Tây Hồ,1 năm trước
5131,5131,"
																Bán Shophouse 185m2 thông thủy Kosmo Tây Hồ
			",70 triệu,Diện tích: 185m2,Tây Hồ,1 năm trước
5132,5132,"
																Cần bán căn N - 09, 2PN tòa Novo view Hồ Tây,LH: 0968 967096
			","3,4 tỷ",Diện tích: 81m2,Bắc Từ Liêm,1 năm trước
5133,5133,"
																Cần bán căn N04 2PN tòa Novo view Hồ Tây, gía bằng giá CĐT đợt đầu, HT mọi thuế phí chuyển nhượng
			","3,4 tỷ",Diện tích: 81m2,Tây Hồ,1 năm trước
5134,5134,"
																GẤP!Chính chủ bán căn 2 ngủ dự án bộ tư lệnh Thủ Đô, Ct1 Yên Nghĩa
			",Liên hệ,Diện tích: 62m2,Hà Đông,1 năm trước
5135,5135,"
																Chính chủ bán căn 74m2, 3PN - 2VS chung cư CT1- Yên Nghĩa
			",Liên hệ,Diện tích: 73m2,Hà Đông,1 năm trước
5136,5136,"
																Cần bán căn 1804 2PN tòa Novo view Hồ Tây, gía bằng giá CĐT đợt đầu.
			",38 triệu,Diện tích: 84m2,Bắc Từ Liêm,1 năm trước
5137,5137,"
																Chính chủ bán căn 2 ngủ chung cư CT1 Yên Nghĩa
			",Liên hệ,Diện tích: 62m2,Hà Đông,1 năm trước
5138,5138,"
																Vinhomes West Point - chính sách chiết khấu khủng cuối tháng 9. LH ngay : 0981 237 503
			",44 triệu,Diện tích: 120m2,Bắc Từ Liêm,1 năm trước
5139,5139,"
																Chính chủ cần bán căn hộ nhà A1 - Tập thể Thảm may.
			","1,4 tỷ",Diện tích: 45m2,Đống Đa,1 năm trước
5140,5140,"
																BÁN CĂN GÓC GIÁ THẤP Nhất 134m2-28,5tr/m2 cc 60 Hoàng Quốc Việt
			",Liên hệ,Diện tích: 134m2,Cầu Giấy,1 năm trước
5141,5141,"
																Chồng tôi làm trong ngày quân đội nên được suất phân bên CC 60 Hoàng Quốc Việt, nhưng không có nhu cầu sử dụng nên muốn bán lại cho ai có nhu cầu. Căn hộ của tôi có diện tích sử dụng 117m2, thiết kế gồm 3PN, 2WC. Cửa chính Tây, ban công Đông và mặt t...
			",Liên hệ,Diện tích: 117m2,Cầu Giấy,1 năm trước
5142,5142,"
																Bán gấp căn góc số 06 dự án FLC Lê Đức Thọ. Diện tích 153m, full đồ. Giá 3 tỷ. LH 0866416107
			",3 tỷ,Diện tích: 153m2,Bắc Từ Liêm,1 năm trước
5143,5143,"
																Chính chủ cần bán chung cư Thanh Hà Cenco5, Phúc La, Hà Đông, Hà Nội
			",Liên hệ,Diện tích: 69m2,Thanh Oai,1 năm trước
5144,5144,"
																căn hộ 1pn 41,5m2 giá CĐT 1,33 tỷ bc TN, vinhomes ocean park gia lâm
			","1,33 tỷ",Diện tích: 41m2,Gia Lâm,1 năm trước
5145,5145,"
																Minh Khai-HBT: Cần bán căn hộ ngoại giao 3PN – CK 5% Quà tặng 80TR. Vào tên trực tiếp
			",40 triệu,Diện tích: 86m2,Hai Bà Trưng,1 năm trước
5146,5146,"
																27 căn độc quyền view đẹp giá chỉ từ 35 tr/m2 dự án Kosmo
			",41 triệu,Diện tích: 81m2,Bắc Từ Liêm,1 năm trước
5147,5147,"
																King Palace - Nơi gia chủ trực tiếp giám sát chất lượng thi công.
			",4 tỷ,Diện tích: 105m2,Thanh Xuân,1 năm trước
5148,5148,"
																Chung cư Hồ Tây giá chỉ hơn 3 tỷ căn 2 phòng ngủ
			",42 triệu,Diện tích: 81m2,Bắc Từ Liêm,1 năm trước
5149,5149,"
																Chung cư The Legacy- Đẳng cấp thượng lưu
			",360 triệu,Diện tích: 109m2,Thanh Xuân,1 năm trước
5150,5150,"
																Cơ hội sở hữu  chung cư căn hộ Romanplaza - Tố Hữu -Hà Đông
			",31 tỷ,Diện tích: 144m2,Hà Đông,1 năm trước
5151,5151,"
																The Legacy chung cư cao cấp 5* hệ thong thang thoát hiểm đầu tiên việt nam
			","3,4 tỷ",Diện tích: 109m2,Thanh Xuân,1 năm trước
5152,5152,"
																Cần cho thuê căn hộ chung cư 713 Lạc Long Quân, Tây Hồ, Hà Nội.
			",Liên hệ,Diện tích: 72m2,Tây Hồ,1 năm trước
5153,5153,"
																Căn hộ văn phòng vimefulland tây hồ
			","1,9 tỷ",Diện tích: 46m2,Tây Hồ,1 năm trước
5154,5154,"
																Bán chung cư Kosmo Tây Hồ 2PN, 3 tỷ, LH 0973370871
			",3 tỷ,Diện tích: 84m2,Bắc Từ Liêm,1 năm trước
5155,5155,"
																BÁN CẮT LỖ CĂN 77M2 2PN2WC  TẠI DỰ ÁN IMPERIA SKY GARDEN
			","2,7 tỷ",Diện tích: 75m2,Hai Bà Trưng,1 năm trước
5156,5156,"
																BÁN CẮT LỖ CĂN 77M2 2PN2WC  TẠI DỰ ÁN IMPERIA SKY GARDEN
			","2,7 tỷ",Diện tích: 75m2,Hai Bà Trưng,1 năm trước
5157,5157,"
																BOHEMIA LÊ VĂN THIÊM NHẬN NHÀ Ở NGAY, CK KHỦNG 10.5%, 2.5TỶ 85.5M2, 3.6TỶ 135M2, NTCC, HT VAY 70%
			","2,5 tỷ",Diện tích: 85m2,Thanh Xuân,1 năm trước
5158,5158,"
																CẦN NHƯỢNG LẠI CĂN HỘ THUỘC CHUNG CƯ CAO CẤP THE LEGACY 106 NGUỴ NHƯ KON TUM.
			","4,05 tỷ",Diện tích: 126m2,Thanh Xuân,1 năm trước
5159,5159,"
																Bán căn Hoa Hậu Kosmo Tây Hồ.  3PN căn góc View Hồ Tây
			",37 triệu,Diện tích: 118m2,Tây Hồ,1 năm trước
5160,5160,"
																Bán chung cư Kosmo Tây Hồ 2PN, 3 tỷ, LH 0968 967 096
			",3 tỷ,Diện tích: 84m2,Bắc Từ Liêm,1 năm trước
5161,5161,"
																Kosmo Tây Hồ - Chung cư cao cấp do Coteccon xây dựng
			",42 triệu,Diện tích: 118m2,Bắc Từ Liêm,1 năm trước
5162,5162,"
																Bán chung cư Kosmo Tây Hồ 2PN, 3 tỷ, LH 0364 207 431
			",3 tỷ,Diện tích: 85m2,Tây Hồ,1 năm trước
5163,5163,"
																Kosmo Tây Hồ - Nơi mơ đến, chốn mong về của mọi gia đình
			",42 triệu,Diện tích: 118m2,Bắc Từ Liêm,1 năm trước
5164,5164,"
																Vợ chồng tôi bán căn góc 129m Imperia 203 Nguyễn Huy Tưởng giá 4,5 tỷ
			","3,6 tỷ",Diện tích: 129m2,Thanh Xuân,1 năm trước
5165,5165,"
																BÁN CHUNG CƯ CT1 YÊN NGHĨA - KHU NHÀ Ở BỘ TƯ LỆNH THỦ ĐÔ GIÁ CHỈ 12.5 TRIỆU/M2.
			",Liên hệ,Diện tích: 60m2,Hà Đông,1 năm trước
5166,5166,"
																Cần bán căn hộ tập thể Khí Tượng Thuỷ Văn, ngõ 62 Nguyễn Chí Thanh
			","1,35 tỷ",Diện tích: 60m2,Đống Đa,1 năm trước
5167,5167,"
																Bán căn góc chung cư 79 m2, 2 phòng ngủ, giá 1,2 tỷ tại Tòa NC2-B, tại Khu đô thị mới Cầu Bươu
			",Liên hệ,Diện tích: 79m2,Thanh Trì,1 năm trước
5168,5168,"
																Chỉ từ 3 tỷ có ngay căn hộ cao cấp tại chung cư Kosmo Tây Hồ. LH: 0962392266 !
			",3 tỷ,Diện tích: 88m2,Tây Hồ,1 năm trước
5169,5169,"
																Chính chủ bán Căn hộ CT7, KĐT Dương Nội, Quận Hà Đông
			","2,1 tỷ",Diện tích: 107m2,Hà Đông,1 năm trước
5170,5170,"
																Chính chủ chuyển nhà cần bán gấp căn tập thể, khu A9 Thanh Xuân Bắc, Quận Thanh Xuân
			","1,25 tỷ",Diện tích: 50m2,Thanh Xuân,1 năm trước
5171,5171,"
																Cho thuê căn hộ chung cư tại Sun Square, 21 Lê Đức Thọ, Nam Từ Liêm, Hà Nội.
			",Liên hệ,Diện tích: 115m2,Bắc Từ Liêm,1 năm trước
5172,5172,"
																Chính chủ cần bán CHCC CT10 chung cư Đại Thanh, Thanh Trì, Hà Nội
			",Liên hệ,Diện tích: 55m2,Thanh Trì,1 năm trước
5173,5173,"
																cho thuê căn hộ chung cư tại TSQ MỖ LAO
			",12 triệu,Diện tích: 135m2,Hà Đông,1 năm trước
5174,5174,"
																SunShine City Ciputra Tây Hồ, Chung cư đúng chuẩn, tiện ích thông minh, ưu đãi vượt trội !
			",3 tỷ,Diện tích: 83m2,Bắc Từ Liêm,1 năm trước
5175,5175,"
																cho thuê căn hộ chung cư tại TSQ MỖ LAO
			",12 triệu,Diện tích: 170m2,Hà Đông,1 năm trước
5176,5176,"
																Mua nhà 2 ngủ 1 wc giá tại Vinhomes Smart City Tây Mỗ - Đại Mỗ
			","1,9 tỷ",Diện tích: 55m2,Bắc Từ Liêm,1 năm trước
5177,5177,"
																Cơ hội sở hữu  chung cư căn hộ Romanplaza - Tố Hữu -Hà Đông
			",31 tỷ,Diện tích: 144m2,Hà Đông,1 năm trước
5178,5178,"
																CĂN HỘ CAO CẤP 3PN CẠNH TIMES CITY, FULL NỘI THẤT, GIÁ TỐT NHẤT Q.HAI BÀ TRƯNG
			",31 triệu,Diện tích: 94m2,Hai Bà Trưng,1 năm trước
5179,5179,"
																Căn hộ mẫu T6 Đông Nam 102m2 sổ đỏ CĐT Vinaconex2 - Q.Hoàng Mai, Hà Nội
			",Liên hệ,Diện tích: 102m2,Hoàng Mai,1 năm trước
5180,5180,"
																Chung cư The Legacy- suất ngoại giao
			",360 triệu,Diện tích: 109m2,Thanh Xuân,1 năm trước
5181,5181,"
																Sở hữu Officetel –đường Võ Chí Công giá chỉ từ 1.9 tỷ/ căn
			","1,9 tỷ",Diện tích: 46m2,Tây Hồ,1 năm trước
5182,5182,"
																CHÍNH CHỦ CẦN BÁN CĂN HỘ CHUNG CƯ THĂNG LONG GARDEN 250 MINH KHAI HÀ NỘI
			","2,15 tỷ",Diện tích: 74m2,Hai Bà Trưng,1 năm trước
5183,5183,"
																Bán căn hộ 71m ecogreen city nguyễn xiển CT2  cắt lỗ 200tr
			","1,75 tỷ",Diện tích: 71m2,Thanh Trì,1 năm trước
5184,5184,"
																THƯ MỜI SỰ KIỆN SỰ KIỆN MỞ BÁN 27 CĂN ĐẸP NHẤT DỰ ÁN  KOSMO TÂY HỒ
			",3 tỷ,Diện tích: 85m2,Bắc Từ Liêm,1 năm trước
5185,5185,"
																Chung cư Kosmo Tây Hồ - chỉ hơn 1 tỷ nhận nhà ngay trong tháng 10/ 2019.
			",3 tỷ,Diện tích: 87m2,Bắc Từ Liêm,1 năm trước
5186,5186,"
																BÁN CĂN HỘ CHUNG CƯ PHƯƠNG ĐÔNG GREEN PARK
			","1,1 tỷ",Diện tích: 52m2,Hoàng Mai,1 năm trước
5187,5187,"
																Sở hữu căn hộ dát vàng tại Sunshine City chỉ với 10% GTCH, ls 0% trong 30 tháng - LH 0886 822 886
			","414,7 triệu",Diện tích: 90m2,Tây Hồ,1 năm trước
5188,5188,"
																Cơ hội đầu tư  tại KĐT Ciputra tây hồ đẳng cấp
			",2 tỷ,Diện tích: 46m2,Tây Hồ,1 năm trước
5189,5189,"
																Chung cư Kosmo Tây Hồ - View Hồ Tây, căn góc đẹp, sang trọng. LH: 0962392266 !
			",36 triệu,Diện tích: 88m2,Tây Hồ,1 năm trước
5190,5190,"
																Cho thuê căn hộ Vinhomes Green Bay Mễ Trì 60m2 - 2PN
			",14 triệu,Diện tích: 60m2,Bắc Từ Liêm,1 năm trước
5191,5191,"
																Chính chủ cần bán CHCC tầng 9 tòa CT9C KĐT Việt Hưng, Long Biên.
			",Liên hệ,Diện tích: 73m2,Long Biên,1 năm trước
5192,5192,"
																KING PALACE - HỆ THỐNG ĐIỀU KHIỂN BMS THẾ HỆ MỚI NHẤT.
			",Liên hệ,Diện tích: 105m2,Thanh Xuân,1 năm trước
5193,5193,"
																Chỉ cần có 540Tr Nhận ngay căn 3 Ngủ Siêu Đẹp như EcoPark Chiết khấu 5% - Htro vay 65% Ls 0% - Ở Ngay
			","1,8 tỷ",Diện tích: 104m2,Thanh Trì,1 năm trước
5194,5194,"
																Sở hữu căn hộ TNR GOLD MARK CITY 136 Hồ Tùng Mậu diện tích 94 - 115 m2 .
			",35 triệu,Diện tích: 94m2,Bắc Từ Liêm,1 năm trước
5195,5195,"
																QUỸ CĂN HỘ CUỐI CÙNG TẠI DỰ ÁN IMPERIA SKY GARDEN  QUÀ TẶNG 80 TR, CK 5%
			","2,7 tỷ",Diện tích: 75m2,Hai Bà Trưng,1 năm trước
5196,5196,"
																Bán Shophouse 185 m2 thông thủy Kosmo Tây Hồ
			",70 triệu,Diện tích: 185m2,Tây Hồ,1 năm trước
5197,5197,"
																Chung cư The Legacy- Chiết khấu lên đến 10%
			",360 triệu,Diện tích: 135m2,Thanh Xuân,1 năm trước
5198,5198,"
																CHỈ CÒN QUỸ CĂN HỘ CUỐI CÙNG TẠI DỰ ÁN IMPERIA SKY GARDEN  QUÀ TẶNG 80 TR, CK 5%
			","2,7 tỷ",Diện tích: 75m2,Hai Bà Trưng,1 năm trước
5199,5199,"
																Nhanh tay kẻo hết Dự Án 79 Ngọc Hồi
			",Liên hệ,Diện tích: 52m2,Hoàng Mai,1 năm trước
5200,5200,"
																CHÍNH CHỦ BÁN CHUNG CƯ AN LẠC- HÀ ĐÔNG
			","1,8 tỷ",Diện tích: 110m2,Hà Đông,1 năm trước
5201,5201,"
																KING PALACE - Căn hộ “đo ni đóng giày” cho giới thượng lưu
			",4 tỷ,Diện tích: 105m2,Thanh Xuân,1 năm trước
5202,5202,"
																Bán Shophouse S12A 104m2 thông thủy, Kosmo Tây Hồ, LH: 0968 967 096
			","7,8 tỷ",Diện tích: 104m2,Bắc Từ Liêm,1 năm trước
5203,5203,"
																Ưu đãi hấp dẫn tới 10%- CHung cư Cao câp The Legacy
			",360 triệu,Diện tích: 135m2,Thanh Xuân,1 năm trước
5204,5204,"
																Officetel mặt đường Võ Chí Công - Kênh đầu tư vô cùng hiệu quả
			",37 triệu,Diện tích: 46m2,Tây Hồ,1 năm trước
5205,5205,"
																Căn hộ 3PN cao cấp giá 3,1 tỷ đầy đủ nội thất, ở ngay,CK 5%, vay LS 0% tặng 2 năm phí Dv
			",31 triệu,Diện tích: 94m2,Hai Bà Trưng,1 năm trước
5206,5206,"
																Bán căn hộ chung cư Vinhome Smart City 70m2 Chính chủ
			","2,45 tỷ",Diện tích: 70m2,Bắc Từ Liêm,1 năm trước
5207,5207,"
																Bán Căn hộ 2PN 70m2 Vinhomes Ocean Park tại Đường Quốc Lộ 5, Phường Sài Đồng, Quận Long Biên, Hà Nội
			",Liên hệ,Diện tích: 70m2,Long Biên,1 năm trước
5208,5208,"
																Bán căn góc 1815 CC Eco Green City Nguyễn Xiển ha noi 3PN 2,7 tỷ
			","2,7 tỷ",Diện tích: 95m2,Thanh Trì,1 năm trước
