TITLE,Dia Chi,Loai Thong Tin,So Phong Ngu,So Toilet,Huong Nha,Ban Cong,Muc Gia,Dien Tich,Ngay Dang,Anh chup
 Siêu cắt lỗ 83m2 - T10 vip bán nhanh chỉ 3.080 tỷ (bao mọi phí) - sổ đỏ chính chủ,,,,,,,3.8 tỷ,82 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002171953-3083_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002172553-67a6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002171954-67a2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002171953-bd89_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002172713-0fe3_wm.jpg']"
" Siêu hiếm! Cần bán căn góc 178m2 Park 10 Times City, view quảng trường, nhà chưa ở giá 10 tỷ","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,5 (phÃ²ng),4 (phÃ²ng),,,10 tỷ,178 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925115503-9fb2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925115503-400d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925115503-14e5_wm.jpg']"
" Siêu hot, cần tiền kinh doanh bán căn 72m2 tòa Park 03 Times City, giá 3.07 tỷ bao phí, nhà mới 99%",,,,,,,3.07 tỷ,72 m²,29/09/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929063704-2b90_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929063704-efb5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929063704-ef36_wm.jpg']"
" Siêu hot! Mua nhà đẹp với giá rẻ chỉ có căn 115m2 tòa T18 Times City, tầng trung nhà mới đẹp",,,,,,,4.55 tỷ,115 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006101414-2eb5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006101414-abba_wm.jpg']"
 Siêu hot. Với căn hộ 53m2 - 1PN Times City giá chỉ: 1.9 tỷ bao phí,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,1 (phÃ²ng),1 (phÃ²ng),,Nam,1.9 tỷ,53 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170118-9d93_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170144-a6d2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170148-76dc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170148-afd5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170159-77c4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170159-5b90_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170201-938c_wm.jpg']"
 Siêu phẩm chung cư mini Trần Khát Chân - Lò Đúc 890tr - 1 tỷ/ 1 - 2PN ở ngay full đồ LH: 0913255538,,,,,,,Thỏa thuận,31 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925102355-0014_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925102404-5ebc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925102414-cc71_wm.jpg']"
" Siêu phẩm, bán 2 căn liền nhau, dt 201m2, Park Hill, Hai Bà Trưng, giá 9,5 tỷ bao phí. 0979702442",,,,,,,9.5 tỷ,201 m²,05/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005165625-96cd_wm.jpg']
" Siêu phẩm, bán căn hộ 4 PN, Park 7, Times City Hai Bà Trưng, giá 6.8 tỷ bao phí. LH 0979702442",,,,,,,6.8 tỷ,143 m²,06/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006165021-90c8_wm.jpg']
" Siêu phẩm! Bán gấp trong tuần căn 118m2 đẹp nhất Park 5 Times City, tầng trung, view thành phố đẹp",,,,,,,5.4 tỷ,118 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005115243-7767_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005115243-8b60_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005115243-1ac2_wm.jpg']"
" Siêu rẻ bán căn hộ 1PN, DT 53m2, tòa T9, giá 1.95 tỷ, Times City, Hai Bà Trưng. LH 0979702442",,,,,,,1.95 tỷ,53 m²,07/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/07/13/20200713145129-3711_wm.jpg']
" Siêu rẻ căn góc 110m2 tại T06 Times City, hướng ĐB, giá chỉ 4,25 tỷ bao phí. LH 0962984823","Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),,,,4.25 tỷ,110 m²,07/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/07/25/20200725130158-5bf0_wm.jpg']
" Siêu rẻ với căn hoa hậu 94,3m2, hướng Nam tòa T3 Times City, giá chỉ 3.320 tỷ. LH 0977088770",,,,,,,3.32 tỷ,94.3 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817095837-76ca_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817095838-a354_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817095837-7833_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817095838-696d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817095837-4220_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817095838-9330_wm.jpg']"
" Siêu rẻ, chỉ với 33tr/m2 sở hữu căn 95m2 tòa T01 Times city, view sông Hồng, cầu Vĩnh Tuy cực đẹp",,,,,,,3.15 tỷ,95 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002065752-4700_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002065752-e136_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002065752-93ba_wm.jpg']"
 Siêu sốc! Siêu rẻ! Căn hộ 3PN 95m2 view quảng trường tại T18 - Times City. Giá chỉ 3.2 tỷ bao phí,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,,3.2 tỷ,95 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/22/20200922090222-a34c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/22/20200922090222-d004_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/22/20200922090222-4d0e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/22/20200922090223-73f8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/22/20200922090223-2873_wm.jpg']"
" Sở hữu căn hộ cao cấp 3PN chung cư 55 Lê Đại Hành 7.9tỷ, full nội thất, ban công Đông Nam CK 100tr",,,,,,,7.9 tỷ,95 m²,01/10/2020,"['https://my.matterport.com/api/v1/player/models/GsQ3RwL99hs/thumb?width=580', 'https://file4.batdongsan.com.vn/resize/745x510/2019/12/02/20191202134942-ba3a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/12/02/20191202134942-aba3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525142228-6320_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525142229-9fb9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525142229-f2bd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525142229-c51d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525142229-3bbe_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525142230-0b59_wm.jpg']"
" Sốc! Bán giá siêu rẻ căn góc 98m2 tòa T02 Times City, view Sông Hồng cầu Vĩnh Tuy đẹp chỉ 3.6 tỷ",,,,,,,3.6 tỷ,97.5 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104023-3cfe_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104023-7368_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104023-259a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104024-8308_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104024-d7e5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104025-791a_wm.jpg']"
" Sốc! Bán mặt hàng khan hiếm căn hoa hậu 2PN DT 94,3m2 giá cắt lỗ 3,4 tỷ - Times City",,,,,,,3.4 tỷ,94.3 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006091608-5095_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006091608-63f3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006091608-73ca_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006091609-c4d3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006091609-36e2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006091609-8a6a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006091609-fc0c_wm.jpg']"
 Suất ngoại giao căn A4 (88.3m2) 3 ngủ chung cư 122 Vĩnh Tuy giá rẻ,"Dự án Chung cư 122 Vĩnh Tuy, Đường Vĩnh Tuy, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Đông-Bắc,2.2 tỷ,88.3 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2017/06/27/20170627173538-0ab2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2017/06/27/20170627173602-7f4e_wm.jpg']"
 Sunshine Garden - Quần thể tiện ích đẳng cấp bậc nhất Hai Bà Trưng. LH 0968452627,,,,,,,Thỏa thuận,,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926142202-4409_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926142201-5bc9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926142201-1948_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926142201-ad69_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926142202-9d84_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926142202-d7d2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926142202-d5c5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926142202-edbd_wm.jpg']"
" Sunshine Garden chỉ 10% nhận nhà, LS 0% 12 tháng, giá tốt nhất thị trường, LH ngay PKD: 0399445929",,,,,,,28 triệu/m²,106.8 m²,24/09/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924111017-94c0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924111017-ade4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924111017-b768_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924111017-206d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924111018-c4ce_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924111018-128a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924111018-2e25_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924111018-7953_wm.jpg']"
" Sunshine Garden chính sách không thể tốt hơn CK 10% + LS 0% 15 tháng nhận nhà ở ngay, 0971735999",,,,,,,3 tỷ,108 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/23/20200723074430-c742_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/23/20200723074450-4ed4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/23/20200723074505-cb1f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/23/20200723074516-328e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/23/20200723074523-5871_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/23/20200723074537-1524_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/23/20200723074551-d125_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/23/20200723074551-928a_wm.jpg']"
" SUNSHINE GARDEN MINH KHAI ĐÓNG 320TR NHẬN NHÀ, CHIẾT KHẤU 10%+TIỀN MẶT 200TR, VAY LS 0%, 0912110352","Dự án Sunshine Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,,,,,29.6 triệu/m²,,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/05/20/20200520182036-a9c5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/20/20200520182036-3f76_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/20/20200520182037-d2b1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/20/20200520182037-01f1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/20/20200520182036-7b78_wm.jpg']"
" Sunshine Garden Minh Khai đóng 320tr nhận nhà, CK 10% + tiền mặt 200tr, vay LS 0%, 0399445929",,,,,,,28 triệu/m²,108 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005211655-8077_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005211655-a584_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005211655-2cf4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005211655-22e8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005211659-5597_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005211700-67d2_wm.jpg']"
" Sunshine Garden nhận nhà ngay quý IV chỉ với 10%, CK thêm 17%, quà 650tr. LH: 0968452627",,,,,,,Thỏa thuận,97 m²,30/09/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2019/09/25/20190925102604-8784_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/25/20190925102604-9744_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/25/20190925102604-ae58_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/25/20190925102604-2b2b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/25/20190925102604-596a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/10/11/20191011161447-5e57_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/10/11/20191011161447-e17d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/10/11/20191011161447-8039_wm.jpg']"
" Sunshine Garden quỹ căn giá tốt G3 3PN view nội khu của CĐT, giảm giá tới 500tr, HTLS 0% 20 tháng","Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,29 triệu/m²,106 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/11/20200811095820-67fc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/11/20200811095825-a6a7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/11/20200811095830-93b9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/11/20200811095834-0b2e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/11/20200811095839-ee41_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/11/20200811095848-7997_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/11/20200811095852-c1f9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/11/20200811095904-7c56_wm.jpg']"
 SUNSHINE GARDEN VĨNH TUY CÓ SUẤT CĂN HỘ GIÁ TỐT NHẤT TỪ PHÒNG KINH DỰ ÁN. LH: 0967.593.038,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,,28 triệu/m²,108.7 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003161139-d54a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003161640-198c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003161848-2847_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003161650-f5eb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003161831-92af_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003161938-56f4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003161947-8592_wm.jpg']"
 Sunshine Garden: Điểm sáng đầu tư bất động sản cuối năm 2020. LH 0968452627,,,,,,,30 triệu/m²,,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2018/05/15/20180515181647-470f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/05/15/20180515181648-85e5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/18/20190918150428-78e8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/18/20190918150428-32d4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926222135-c957_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926222135-1079_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/09/26/20190926222135-be9a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/20/20200720115142-25b1_wm.jpg']"
" T10/2020 QUỸ CĂN BÁN CHUNG CƯ TIMES CITY PARK HILL GIÁ RẺ, CHO THUÊ - CHUYỂN NHƯỢNG - HĐ CHÍNH CHỦ","Dự án Times City, 458 Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Nam,1.8 tỷ,55 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929224805-6c87_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926093331-9d57_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/30/20200430101530-e2cc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/30/20200430101530-d610_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/30/20200430101530-5674_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/30/20200430101530-d33c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923180410-bf0f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923180410-208c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923180410-807f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923180410-49dd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926093205-5b62_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926093205-7b24_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926093205-636e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926093205-3aa2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926093206-1d2b_wm.jpg']"
" Tầng trung - Park 11 - 76m2 bán nhanh giá 3.55 tỷ (bao mọi phí), có suất đỗ ô tô - View cực đẹp",,,,,,,3.55 tỷ,76 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002144515-0a54_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002144515-9d45_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002144515-0023_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002144515-92f3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002144515-8b8b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002144515-6d83_wm.jpg']"
" Tậu nhà tháng ngâu mua ngay giá rẻ căn 3PN (106m2) tại toà P02 Times City, tầng trung, hướng mát",,,,,,,4.6 tỷ,106 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/16/20200916190641-e7c2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/16/20200916190641-ceee_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/16/20200916190641-5955_wm.jpg']"
 Thiện chí bán nhanh căn góc 3 ngủ 115m2 view nhạc nước tại T10 tòa vip nhất Times City giá 4.93 tỷ,,,,,,,4.93 tỷ,115 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001155600-02c5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001155559-371e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001155600-071f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001155600-8c40_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001155642-696b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001155642-e19f_wm.jpg']"
 Thiện chí bán nhanh căn hộ 2 phòng ngủ Park Hill Premium,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Nam,3.45 tỷ,79 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007103433-101f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007103433-ccfe_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007103433-fbcb_wm.jpg']"
" Thiện chí bán nhanh căn hộ 2 phòng ngủ Park Premium, full đồ",,,,,,,3 tỷ,68 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923144951-c5c8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923144952-bae2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923144952-b896_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923144952-80a3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923144953-642d_wm.jpg']"
" Thiện chí Bán nhanh căn hộ 3PN sáng hướng Nam tầng trung tại Park Hill Times City, giá 4.530 tỷ",,,,,,,4.53 tỷ,106 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/24/20200824092945-987c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/24/20200824092945-d6db_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/24/20200824092945-366f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/24/20200824092945-bc2c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/24/20200824092945-0a4b_wm.jpg']"
" Thiện chí bán nhanh căn hộ 3PN Times City hướng Nam, giá chỉ 3.4 tỷ bao phí",,,,,,,3.4 tỷ,95 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143737-6267_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143736-49cd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143737-2501_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143737-d659_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143737-48ec_wm.jpg']"
 Thiện chí bán nhanh căn hộ thông minh 2 ngủ 79m2 tòa P12 Park Hill Premium giá 3.4 tỷ full đồ,,,,,,,3.4 tỷ,79 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928141230-cb13_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928141230-80bf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928141230-9cf4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928141230-d235_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928141259-3416_wm.jpg']"
 Thiện chí bán nhanh căn hộ thông minh 79m2 tại P12 Park Hill Premium giá 3.4 tỷ - full đồ,"Dự án Park 12 Park Hill - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,,3.4 tỷ,79 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930104807-bb1e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930104807-ac4d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930104808-fe13_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930104808-133b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930104808-e8f2_wm.jpg']"
